"iata","name","country_iso","city","elevation_ft","latitude_deg","longitude_deg"
"DGA","Dangriga","BZ","Dangriga",508.0,16.9825,-88.231
"DGD","Dalgaranga","AU","",1459.0,-27.8303,117.316
"DGE","Mudgee, NS","AU","Mudgee",1545.0,-32.5648,149.609
"DGF","Douglas Lake, BC","CA","Douglas Lake",2770.0,50.1655,-120.171
"DGL","Municipal, AZ","US","Douglas",4173.0,31.3426,-109.506
"DGM","Dongguan","LK","Colombo",0.0,7.1079,79.8721
"DGN","NAF, VA","US","Dahlgren",18.0,38.3325,-77.0372
"DGO","Guadelupe Victoria","MX","Durango",6104.0,24.1242,-104.528
"DGP","Daugavpils","LV","Daugavpils",398.0,55.9447,26.665
"DGR","Dargaville","NZ","",10.0,-35.9397,173.894
"DGT","Sibulan, NR","PH","Dumaguete",15.0,9.33418,123.302
"DGU","Dedougou","BF","Dedougou",984.0,12.459,-3.49
"DGW","Converse County, WY","US","Douglas",4933.0,42.7972,-105.386
"DHA","Dhahran","SA","Dhahran",84.0,26.2654,50.152
"DHD","Durham Downs, QL","AU","",116.0,-27.075,141.9
"DHF","Al Dhafra","AE","Abu Dhabi",77.0,24.2482,54.5477
"DHI","Dhangadhi","NP","Dhangarhi",690.0,28.7533,80.5819
"DHM","Gaggal","IN","Dharamsala",2525.0,32.1651,76.2634
"DHN","Dothan Regional","US","Dothan",401.0,31.3213,-85.4496
"DHR","Den Helder","NL","Den Helder",3.0,52.9234,4.78062
"DHT","Dalhart, TX","US","Dalhart",3991.0,36.0226,-102.547
"DIA","Doha","QA","Doha",35.0,25.2611,51.5651
"DIB","Chabua","IN","Dibrugarh",362.0,27.4839,95.0169
"DIE","Antsiranana","MG","Antsiranana",374.0,-12.3494,49.2917
"DIJ","DIJON","FR","Dijon",726.0,47.2689,5.09
"DIK","Dickinson, ND","US","Dickinson",2592.0,46.7974,-102.802
"DIL","Komoro","TL","Dili",154.0,-8.54656,125.525
"DIM","Ville","CI","Dimbokro",344.0,6.65167,-4.64056
"DIN","Gialam","VN","Dien Bien Phu",1611.0,21.3975,103.008
"DIP","Diapaga","BF","Diapaga",951.0,12.0603,1.78463
"DIQ","Divinopolis, MG","BR","Divinópolis",2608.0,-20.1807,-44.8709
"DIR","Dire Dawa","ET","Dire Dawa",3827.0,9.6247,41.8542
"DIS","Loubomo","CG","Dolisie",1079.0,-4.20635,12.6599
"DIU","Diu","IN","Diu",31.0,20.7131,70.9211
"DIY","Diyarbakir","TR","Diyarbakir",2251.0,37.8939,40.201
"DJA","Djougou","BJ","Djougou",1480.0,9.69208,1.63778
"DJB","Sultan Taha Syarifudn","ID","Jambi",82.0,-1.63802,103.644
"DJE","Djerba","TN","Djerba",19.0,33.875,10.7755
"DJG","Tiska","DZ","Djanet",3176.0,24.2928,9.45244
"DJJ","Sentani","ID","Jayapura",289.0,-2.57963,140.52
"DJM","Djambala","CG","Djambala",2595.0,-2.51688,14.7544
"DJN","Allen AAF, AK","US","Delta Junction",1150.0,64.0504,-145.717
"DJO","Daloa","CI","",823.0,6.79281,-6.47319
"DJU","Djupivogur","IS","Djúpivogur",9.0,64.6424,-14.2773
"DKI","Dunk Island, QL","AU","Dunk Island",6.0,-17.9391,146.141
"DKK","Dunkirk, NY","US","Dunkirk",693.0,42.4925,-79.2731
"DKR","Dakar","SN","Dakar",85.0,14.7397,-17.4902
"DKS","Dikson","RU","Dikson",47.0,73.5178,80.3797
"DKV","Docker River, NT","AU","",589.0,-24.86,129.07
"DLA","Douala","CM","Douala",33.0,4.00608,9.71948
"DLC","DALIAN","CN","Dalian",107.0,38.9657,121.539
"DLD","Dagali","NO","Geilo",2618.0,60.4173,8.51835
"DLE","Dole","FR","Dole",645.0,47.0427,5.43506
"DLF","Laughlin AFB, TX","US","Del Rio",1082.0,29.3595,-100.778
"DLG","Municipal, AK","US","Dillingham",81.0,59.0447,-158.505
"DLH","Duluth","US","Duluth",1428.0,46.8421,-92.1936
"DLI","Lienkhuong","VN","Dalat",3156.0,11.75,108.367
"DLL","Dillon, SC","US","Dillon",133.0,34.4491,-79.3686
"DLM","Dalaman","TR","Dalaman",20.0,36.7131,28.7925
"DLN","Dillon, MT","US","Dillon",5241.0,45.2554,-112.553
"DLS","The Dalles, OR","US","Dallesport / The Dalles",247.0,45.621,-121.171
"DLU","Dali City","CN","Dali (Xiaguan)",7050.0,25.6494,100.319
"DLV","Delissaville, NT","AU","",34.0,-12.55,130.685
"DLY","Dillon's Bay","VU","Dillon's Bay",630.0,-18.7694,169.001
"DLZ","Dalanzadgad","MN","Dalanzadgad, Ömnögovi",4787.0,43.6086,104.368
"DMA","Davis Monthan AFB, AZ","US","Tucson",2704.0,32.1665,-110.883
"DMB","Taraz","KZ","Taraz",2184.0,42.8536,71.3036
"DMD","Doomadgee, QL","AU","",153.0,-17.9403,138.822
"DME","Moscow","RU","Moscow",588.0,55.4088,37.9063
"DMK","Bangkok","TH","Bangkok",9.0,13.9126,100.607
"DMM","Dammam","SA","Dammam",72.0,26.4712,49.7979
"DMN","Municipal, NM","US","Deming",4314.0,32.2623,-107.721
"DMO","Sedalia, MO","US","Sedalia",909.0,38.7074,-93.1759
"DMT","Diamantino, MT","BR","Diamantino",1476.0,-14.3769,-56.4004
"DMU","Dimapur","IN","Dimapur",487.0,25.8839,93.7711
"DNA","Kadena AFB","JP","Okinawa",143.0,26.3517,127.769
"DNB","Dunbar, QL","AU","",15.0,-16.05,142.4
"DND","Dundee","GB","Dundee",17.0,56.4525,-3.02583
"DNF","Martuba","LY","Derna",1235.0,32.542,22.745
"DNK","Dnjepropetrowsk","UA","Dnjepropetrowsk",481.0,48.3572,35.1006
"DNL","Daniel Field, GA","US","Augusta",423.0,33.4665,-82.0394
"DNN","Dalton, GA","US","Dalton",709.0,34.7229,-84.8702
"DNO","Dianopolis, TO","BR","Dianópolis",2001.0,-11.5954,-46.8467
"DNP","Dang","NP","Dang",2100.0,28.1111,82.2942
"DNQ","Deniliquin, NS","AU","Deniliquin",316.0,-35.5594,144.946
"DNR","Dinard","FR","Dinard",219.0,48.5877,-2.07996
"DNS","Municipal, IA","US","Denison",1274.0,41.9864,-95.3807
"DNU","Dinangat","PG","Dinangat",5309.0,-6.1546,146.677
"DNV","Vermilion County, IL","US","Danville",697.0,40.1991,-87.5966
"DNX","Galegu","SD","Dinder",1640.0,12.533,35.067
"DNZ","Cardak","TR","Denizli",2795.0,37.7856,29.7013
"DOB","Dobo","ID","Dobo-Warmar Island",61.0,-5.77222,134.212
"DOC","Dornoch","GB","Dornoch, Sunderland",1.0,57.869,-4.023
"DOD","Dodoma","TZ","Dodoma",3673.0,-6.17044,35.7526
"DOE","Djoemoe","SR","Djumu-Djomoe",290.0,4.00571,-55.4816
"DOG","Dongola","SD","Dongola",772.0,19.1539,30.4301
"DOH","Doha","QA","Doha",13.0,25.2731,51.6081
"DOI","Doini","PG","Castori Islets",31.0,-10.7009,150.722
"DOL","Deauville","FR","Deauville",479.0,49.3653,0.154306
"DOM","Melville Hall","DM","Dominica",73.0,15.547,-61.3
"DON","Dos Lagunas","GT","Dos Lagunas",1057.0,17.6124,-89.6884
"DOO","Dorobisoro","PG","Dorobisoro",1767.0,-9.46185,147.921
"DOP","Dolpa","NP","Dolpa",8200.0,28.9857,82.8187
"DOR","Dori","BF","Dori",919.0,14.033,-0.033
"DOU","Dourados","BR","Dourados",1503.0,-22.2019,-54.9266
"DOV","Dover Afb","US","Dover-Cheswold",24.0,39.1295,-75.466
"DPA","Du Page County","US","Chicago",759.0,41.9078,-88.2486
"DPE","Saint-Aubin","FR","Dieppe",344.0,49.8825,1.08528
"DPG","Michael AAF, UT","US","Dugway",4349.0,40.1994,-112.937
"DPL","Dipolog, ZN","PH","Dipolog",12.0,8.60198,123.342
"DPO","Devonport, VI","AU","Devonport",33.0,-41.1697,146.43
"DPS","Denpasar","ID","Denpasar Bali",14.0,-8.74817,115.167
"DRA","Desert Rock, NV","US","Mercury",3314.0,36.6194,-116.033
"DRB","Derby, WA","AU","Derby",24.0,-17.3719,123.662
"DRC","Dirico","AO","Dirico",3504.0,-17.9819,20.7681
"DRD","Dorunda Station, QL","AU","Dorunda Outstation",58.0,-16.5537,141.824
"DRE","Drummond Island, MI","US","Drummond Island",668.0,46.0093,-83.7439
"DRF","Drift River, AK","US","Kenai",30.0,60.5889,-152.162
"DRG","Deering, AK","US","Deering",21.0,66.0696,-162.766
"DRH","Dabra, IJ","ID","Dabra",208.0,-3.27061,138.613
"DRI","Beauregard Parish, LA","US","De Ridder",202.0,30.8317,-93.3399
"DRJ","Drietabbetje","SR","Drietabbetje",236.0,4.11136,-54.6728
"DRN","Dirranbandi, QL","AU","",567.0,-28.5879,148.217
"DRO","Durango","US","Durango",6685.0,37.1515,-107.754
"DRR","Durrie, QL","AU","",58.0,-25.685,140.228
"DRS","Dresden","DE","Dresden",755.0,51.1341,13.7678
"DRT","Int'l, TX","US","Del Rio",1002.0,29.3742,-100.927
"DRU","Drummond, MT","US","Drummond",4245.0,46.6216,-113.202
"DRW","Darwin","AU","Darwin",103.0,-12.415,130.882
"DRY","Drysdale River, WA","AU","Drysdale River",360.0,-15.7136,126.381
"DSA","Doncaster Sheffield","GB","Doncaster Sheffield",55.0,53.4805,-1.01066
"DSC","Dschang","CM","Dschang",4593.0,5.45,10.067
"DSD","Les Galets","GP","Grande Anse",10.0,16.2969,-61.0844
"DSE","Comolcha","ET","Dessie",6117.0,11.0825,39.7114
"DSG","Dilasag","PH","Dilasag",60.0,16.4458,122.207
"DSI","Destin, FL","US","Destin",23.0,30.4001,-86.4715
"DSK","Dera Ismail Khan","PK","Dera Ismael Khan",594.0,31.9094,70.8966
"DSM","DES MOINES","US","Des Moines",958.0,41.534,-93.6631
"DSN","Dongsheng","CN","Ordos",4557.0,39.49,109.861
"DSS","Dakar","SN","Dakar",290.0,14.67,-17.0733
"DSV","Dansville, NY","US","Dansville",662.0,42.5705,-77.7133
"DTA","Delta, UT","US","Delta",4759.0,39.3806,-112.508
"DTD","Datadawai","ID","Datadawai-Borneo Island",508.0,0.8106,114.531
"DTE","Daet, CN","PH","Daet, CN",10.0,14.1292,122.98
"DTH","Death Valley, CA","US","Death Valley",-210.0,36.4638,-116.881
"DTL","Municipal, MN","US","Detroit Lakes",1397.0,46.8252,-95.8857
"DTM","Dortmund","DE","Dortmund (wickede)",425.0,51.5183,7.61224
"DTN","Downtown, LA","US","Shreveport",179.0,32.5402,-93.745
"DTR","Decatur Island, WA","US","Decatur",38.0,48.4998,-122.814
"DTW","Detroit","US","Detroit",645.0,42.2124,-83.3534
"DUA","Eaker, OK","US","Durant",699.0,33.9423,-96.3951
"DUB","Dublin","IE","Dublin",242.0,53.4287,-6.26212
"DUC","Halliburton, OK","US","Duncan",1114.0,34.4709,-97.9599
"DUD","DUNEDIN","NZ","Dunedin",4.0,-45.9281,170.198
"DUE","Dundo","AO","Chitato",2451.0,-7.40089,20.8185
"DUF","Pine Island, NC","US","Duck",16.0,36.2535,-75.7885
"DUG","Bisbee Int'l, AZ","US","Douglas",4154.0,31.469,-109.604
"DUJ","Jefferson County, PA","US","Dubois",1817.0,41.1783,-78.8987
"DUK","Dukuduk","ZA","Mubatuba",210.0,-28.3684,32.2481
"DUM","Pinang Kampai","ID","Dumai",55.0,1.60911,101.433
"DUQ","Quam, BC","CA","Duncan",300.0,48.7545,-123.71
"DUR","Durban","ZA","Durban",295.0,-29.6144,31.1197
"DUS","Dusseldorf","DE","Duesseldorf",147.0,51.2895,6.76678
"DUT","Emergency Field, AK","US","Dutch Harbor",22.0,53.8988,-166.545
"DVL","Devils Lake, ND","US","Devils Lake",1456.0,48.1142,-98.9088
"DVN","Davenport, IA","US","Davenport",751.0,41.6104,-90.5897
"DVO","Davao","PH","Davao",96.0,7.12552,125.646
"DVP","Davenport Downs, QL","AU","",95.0,-24.15,141.108
"DVT","Deer Valley, AZ","US","Phoenix",1478.0,33.6883,-112.083
"DWA","Dwanga","MW","Dwangwa",1605.0,-12.5175,34.1319
"DWB","Soalala","MG","Soalala",141.0,-16.1017,45.3588
"DWC","Dubai Al Maktoum Int.","AE","Dubai",114.0,24.8964,55.1614
"DWH","David Wayne Hooks, TX","US","Houston",152.0,30.0618,-95.5528
"DWS","Walt Disney World, FL","CN","Orlando",722.0,48.3875,124.431
"DXB","Dubai International","AE","Dubai",62.0,25.2528,55.3644
"DXD","Dixie, QL","AU","New Dixie",580.0,-15.1175,143.316
"DXR","Danbury, CT","US","Danbury",458.0,41.3715,-73.4822
"DYA","Dysart, QL","AU","",670.0,-22.6222,148.364
"DYG","Dayong","CN","Zhangjiajie (Yongding)",692.0,29.1028,110.443
"DYL","Doylestown, PA","US","Doylestown",394.0,40.333,-75.1223
"DYR","Ugolny","RU","Anadyr",194.0,64.7349,177.741
"DYS","Dyess AFB, TX","US","Abilene",1789.0,32.4208,-99.8546
"DYU","Dushanbe","TJ","Dushanbe",2575.0,38.5433,68.825
"DYW","Daly Waters, NT","AU","Daly Waters",700.0,-16.2647,133.383
"DZA","Dzaoudzi","YT","Dzaoudzi",23.0,-12.8093,45.2818
"DZI","Codazzi","CO","Codazzi",399.0,10.0966,-73.2337
"DZN","Zhezkazgan","KZ","Zhezkazgan",1250.0,47.709,67.7381
"DZO","Santa Bernardina Int'l de","UY","Durazno",305.0,-33.3589,-56.4992
"DZU","Dazu","CN","Dazu",1220.0,29.6362,105.774
"EAA","Eagle, AK","US","Eagle",908.0,64.7764,-141.151
"EAB","Abbs","YE","Abs",651.0,16.011,43.1768
"EAE","Emae","VU","Emae Island",7.0,-17.0903,168.343
"EAM","Nejran","SA","Najran",3982.0,17.6114,44.4192
"EAN","Phifer Field, WY","US","Wheatland",4776.0,42.0555,-104.929
"EAR","Kearney, NE","US","Kearney",2131.0,40.727,-99.0068
"EAS","San Sebastian","ES","San Sebastian",16.0,43.3565,-1.79061
"EAT","Wenatchee","US","Wenatchee",1249.0,47.3989,-120.207
"EAU","County, WI","US","Eau Claire",913.0,44.8658,-91.4843
"EBA","Elba","IT","Marina di Campo",31.0,42.7603,10.2394
"EBB","Entebbe","UG","Entebbe",3782.0,0.042386,32.4435
"EBD","El Obeid","SD","Al-Ubayyid",1927.0,13.1532,30.2327
"EBG","El Bagre, AN","CO","El Bagre",180.0,7.59647,-74.8089
"EBJ","Esbjerg","DK","Esbjerg",97.0,55.5259,8.5534
"EBL","Erbil","IQ","Erbil",1341.0,36.2376,43.9632
"EBM","El Bourma","TN","El Borma",827.0,31.7043,9.25462
"EBO","Ebon","MH","Ebon Atoll",8.0,4.5982,168.752
"EBS","Municipal, IA","US","Webster City",1122.0,42.4366,-93.8689
"EBU","St. etienne","FR","St. etienne",1325.0,45.5406,4.29639
"EBW","Ebolowa","CM","Ebolowa",1975.0,2.876,11.185
"ECA","Iosco County, MI","US","East Tawas",606.0,44.3128,-83.4223
"ECG","Elizabeth City Airp.","US","Elizabeth City",11.0,36.2606,-76.1746
"ECH","Echuca, VI","AU","",323.0,-36.1572,144.762
"ECN","Ercan Airport","CY","Ercan",404.0,35.1547,33.4961
"ECO","El Encanto","CO","El Encanto",420.0,-1.75333,-73.2047
"ECR","El Charco","CO","El Charco",25.0,2.44944,-78.0942
"ECS","Mondell, WY","US","Newcastle",4174.0,43.8838,-104.314
"ECV","Madrid Quatro Viento","ES","Madrid",2269.0,40.3707,-3.78514
"EDA","Edna Bay, AK","US","Edna Bay",0.0,55.9497,-133.661
"EDB","Debba","SD","Al Dabbah",843.0,18.0146,30.9595
"EDE","Municipal, NC","US","Edenton",20.0,36.0277,-76.5671
"EDF","Anchorage","US","Anchorage",212.0,61.2517,-149.807
"EDI","Edinburgh","GB","Edinburgh",135.0,55.9501,-3.37229
"EDK","El Dorado, KS","US","El Dorado",1378.0,37.7741,-96.8176
"EDL","Eldoret","KE","Eldoret",6941.0,0.404458,35.2389
"EDM","La Roche","FR","La Roche",299.0,46.7019,-1.37863
"EDO","Edremit-Korfez","TR","Edremit",50.0,39.5546,27.0138
"EDQ","Erandique","HN","Erandique",4199.0,14.2358,-88.4372
"EDR","Edward River, QL","AU","Pormpuraaw",10.0,-14.8965,141.609
"EDW","Edwards AFB, CA","US","Edwards",2312.0,34.9054,-117.884
"EED","Needles, CA","US","Needles",983.0,34.7663,-114.623
"EEK","Eek, AK","US","Eek",12.0,60.2137,-162.044
"EEN","Dillant-Hopkins, NH","US","Keene",488.0,42.8984,-72.2708
"EFD","Ellington Field, TX","US","Houston",32.0,29.6073,-95.1588
"EFG","Efogi","PG","Efogi",3900.0,-9.15381,147.66
"EFK","Newport, VT","US","Newport",930.0,44.8888,-72.2292
"EFL","Kefallinia","GR","Kefallinia",59.0,38.1201,20.5005
"EFW","Municipal, IA","US","Jefferson",1044.0,42.0102,-94.3426
"EGA","Engati","PG","Engati",3715.0,-6.9179,146.105
"EGC","Bergerac","FR","Bergerac",171.0,44.8253,0.518611
"EGE","Eagle County, CO","US","Vail",6548.0,39.6426,-106.918
"EGI","Duke Field, FL","US","Valparaiso",191.0,30.6504,-86.5229
"EGL","Neghelle","ET","Negele Borana",5230.0,5.2897,39.7023
"EGN","Geneina","SD","Geneina",2651.0,13.4819,22.4671
"EGO","Belgorod","RU","Belgorod",735.0,50.6438,36.5901
"EGP","Maverick County-Municip","US","Eagle Pass",887.0,28.8598,-100.517
"EGS","EGILSSTADIR","IS","Egilsstadir",76.0,65.2833,-14.4014
"EGV","Eagle River, WI","US","Eagle River",1642.0,45.9323,-89.2683
"EGX","Egegik, AK","US","Egegik",92.0,58.1844,-157.375
"EHL","El Bolson, RN","AR","El Bolson",1141.0,-41.9432,-71.5323
"EHM","LRRS, AK","US","Cape Newenham",541.0,58.6464,-162.063
"EHT","Rentschler, CT","US","East Hartford",30.0,41.7517,-72.6253
"EIB","Eisenach","DE","Eisenach-Kindel",1112.0,50.9916,10.4797
"EIE","Eniseysk","RU","Yeniseysk",253.0,58.4742,92.1125
"EIL","Eielson AFB, AK","US","Fairbanks",547.0,64.6657,-147.102
"EIN","Eindhoven","NL","Eindhoven",74.0,51.4501,5.37453
"EIS","Beef Island","VG","Beef Island",15.0,18.4455,-64.5417
"EIY","Ein Yahav","IL","Sapir",-164.0,30.6217,35.2033
"EJA","Yariguies, ST","CO","Barrancabermeja",412.0,7.02433,-73.8068
"EJH","Wejh","SA","Al Wajh",66.0,26.1986,36.4764
"EKA","Murray Field, CA","US","Eureka",7.0,40.8034,-124.113
"EKB","Ekibastuz","KZ","Ekibastuz",621.0,51.591,75.215
"EKI","Municipal, IN","US","Elkhart",778.0,41.7194,-86.0032
"EKN","Jennings Randolph Field, WV","US","Elkins",1987.0,38.8898,-79.8577
"EKO","Municipal-J.C.Harris Field, N","US","Elko",5140.0,40.8249,-115.792
"EKT","Eskilstuna","SE","Eskilstuna",139.0,59.3511,16.7084
"EKX","Elizabethtown, KY","US","Elizabethtown",775.0,37.686,-85.925
"ELA","Eagle Lake, TX","US","Eagle Lake",184.0,29.6006,-96.3219
"ELB","San Bernado","CO","El Banco",111.0,9.04554,-73.9749
"ELC","Elcho Island, NT","AU","Elcho Island",101.0,-12.0194,135.571
"ELD","Goodwin Field, AR","US","El Dorado",277.0,33.221,-92.8133
"ELE","El Real","PA","El Real de Santa María",65.0,8.1072,-77.7252
"ELF","El Fasher","SD","El. fasher",2393.0,13.6149,25.3246
"ELG","El Golea","DZ","El Menia",1306.0,30.5807,2.86159
"ELH","","BS","North Eleuthera, Ele",13.0,25.4749,-76.6835
"ELI","Elim, AK","US","Elim",162.0,64.6147,-162.272
"ELJ","El Recreo","CO","Ruperto Polania",900.0,2.0,-74.1333
"ELK","Municipal, OK","US","Elk City",2013.0,35.4308,-99.3943
"ELL","Ellisras","ZA","Ellisras",2799.0,-23.7267,27.6883
"ELM","Elmira","US","Elmira",954.0,42.1599,-76.8916
"ELN","Bowers Field, WA","US","Ellensburg",1764.0,47.033,-120.531
"ELO","El Dorado, MI","AR","El Dorado",685.0,-26.3975,-54.5747
"ELP","El Paso","US","El Paso",3959.0,31.8072,-106.378
"ELQ","GASSIM","SA","Gassim",2126.0,26.3028,43.7744
"ELR","Elelim, IJ","ID","Elelim",1490.0,-3.78592,139.384
"ELS","East-London","ZA","East-London",435.0,-33.0356,27.8259
"ELT","El Tor","EG","Tour Sinai City",52.0,28.2151,33.6354
"ELU","Guemar","DZ","El Oued",203.0,33.5114,6.77679
"ELV","SPB, AK","US","Elfin Cove",0.0,58.1952,-136.347
"ELW","Ellamar, AK","US","Ellamar",0.0,60.8938,-146.704
"ELX","El Tigre","VE","Isla de Tigre",20.0,9.57,-62.4367
"ELY","Yelland, NV","US","Ely",6259.0,39.2997,-114.842
"ELZ","Municipal, NY","US","Wellsville",2124.0,42.1095,-77.99
"EMA","East Midlands","GB","Nottingham",306.0,52.8311,-1.32806
"EMD","Emerald, QL","AU","Emerald",624.0,-23.5675,148.179
"EME","Emden","DE","Emden",3.0,53.3911,7.2275
"EMG","Empageni","ZA","Empangeni",251.0,-28.72,31.89
"EMI","Emirau","PG","Emirau Island",172.0,-1.65395,149.976
"EMK","Emmonak, AK","US","Emmonak",13.0,62.7861,-164.491
"EML","Emmen","CH","Emmen",1400.0,47.0924,8.30518
"EMM","Kemmerer, WY","US","Kemmerer",7285.0,41.8241,-110.557
"EMN","Nema","MR","Néma",745.0,16.622,-7.3166
"EMO","Emo","PG","Emo Mission",2240.0,-9.1234,148.042
"EMP","Emporia, KS","US","Emporia",1208.0,38.3321,-96.1912
"EMS","Embessa","PG","Embessa",131.0,-9.447,148.763
"EMT","El Monte, CA","US","El Monte",296.0,34.0861,-118.035
"EMX","El Maiten, CB","AR","El Maiten",2355.0,-42.0292,-71.1725
"EMY","El Minya","EG","El Minya",135.0,28.0905,30.7387
"ENA","Municipal, AK","US","Kenai",99.0,60.5731,-151.245
"ENC","Nancy","FR","Nancy",751.0,48.6921,6.23046
"END","Vance AFB, OK","US","Enid",1307.0,36.3392,-97.9165
"ENE","Ipi","ID","Ende",49.0,-8.84911,121.661
"ENF","Enontekio","FI","Enontekio",1005.0,68.3626,23.4243
"ENH","Enshi","CN","Enshi (Enshi)",1605.0,30.3203,109.485
"ENJ","El Naranjo","GT","El Naranjo",140.0,14.1069,-90.8175
"ENK","Saint Angelo","GB","Enniskillen",155.0,54.3989,-7.65167
"ENL","Municipal, IL","US","Centralia",534.0,38.5151,-89.0911
"ENN","Municipal, AK","US","Nenana",362.0,64.5488,-149.075
"ENO","Teniente Prim Alarcon","PY","Encarnacion",659.0,-27.2274,-55.8375
"ENS","Enschede","NL","Enschede",114.0,52.2758,6.88917
"ENT","Auxiliary AAF","MH","Eniwetok Island",13.0,11.3407,162.328
"ENU","Enugu","NG","Enegu",466.0,6.47427,7.56196
"ENV","Wendover AFB, UT","US","Wendover",4237.0,40.7187,-114.031
"ENW","Regional, WI","US","Kenosha",742.0,42.5957,-87.9278
"EOH","Enrique Olaya Herrera","CO","Medellin",4949.0,6.22055,-75.5906
"EOI","Eday (Orkneys)","GB","Eday",10.0,59.1906,-2.77222
"EOK","Keokuk, IA","US","Keokuk",671.0,40.4599,-91.4285
"EOR","El Dorado, BO","VE","Bolivar",318.0,6.71573,-61.6388
"EOZ","Elorza, AP","VE","",295.0,7.08333,-69.5333
"EPG","Browns, NE","US","Weeping Water",1183.0,40.8675,-96.11
"EPH","Ephrata, WA","US","Ephrata",1276.0,47.3076,-119.516
"EPL","Epinal","FR","Epinal",1084.0,48.325,6.06998
"EPR","Esperance, WA","AU","Esperance",470.0,-33.6844,121.823
"EPT","Eliptamin","PG","Eliptamin",4825.0,-5.0412,141.678
"EQS","Esquel, CB","AR","Esquel",2621.0,-42.908,-71.1395
"ERA","Erigavo","SO","Erigavo",5720.0,10.6421,47.388
"ERB","Ernabella, SA","AU","",707.0,-26.2633,132.182
"ERC","Erzincan","TR","Erzincan",3783.0,39.7102,39.527
"ERE","Erave","PG","Erave",3650.0,-6.60646,143.9
"ERF","Erfurt","DE","Erfurt",1036.0,50.9798,10.9581
"ERH","Errachidia","MA","Errachidia",3428.0,31.9475,-4.39833
"ERI","Erie","US","Erie",732.0,42.0831,-80.1739
"ERM","Commandante Kraemer, RS","BR","Erechim",2498.0,-27.6619,-52.2683
"ERN","Eirunepe, AM","BR","Eirunepé",412.0,-6.63953,-69.8798
"ERR","Errol, NH","US","Errol",1245.0,44.7925,-71.1642
"ERS","Eros","NA","Windhoek",5575.0,-22.6122,17.0804
"ERT","Erdenet","MN","Erdenet",4200.0,48.9831,104.151
"ERU","Erume","PG","Erume",6690.0,-8.2538,146.975
"ERV","Kerrville, TX","US","Kerrville",1617.0,29.9767,-99.0857
"ERZ","Erzurum","TR","Erzurum",5763.0,39.9565,41.1702
"ESA","Esa'Ala","PG","Esa'ala",10.0,-9.87433,150.954
"ESB","Ankara","TR","Ankara",3125.0,40.1281,32.9951
"ESC","Delta County, MI","US","Escanaba",609.0,45.7227,-87.0937
"ESD","Orcas Island, WA","US","Eastsound",31.0,48.7082,-122.91
"ESE","Enseneda","MX","Ensenada",66.0,31.7953,-116.603
"ESF","Alexandria","US","Alexandria",112.0,31.3943,-92.2941
"ESG","Mariscal Estigarribia","PY","Mariscal Estigarribia",553.0,-22.05,-60.62
"ESH","Shoreham","GB","Shoreham By Sea",7.0,50.8356,-0.297222
"ESI","Espinosa, MG","BR","Espinosa",1900.0,-14.9337,-42.81
"ESK","ESKISEHIR","TR","Eskisehir",2581.0,39.7841,30.5821
"ESL","Elista","RU","Elista",501.0,46.3739,44.3309
"ESM","General Rivadeneira","EC","Esmeraldas",32.0,0.978519,-79.6266
"ESN","Easton, MD","US","Easton",72.0,38.8042,-76.069
"ESO","Espanola, NM","US","Espanola",5790.0,36.03,-106.046
"ESP","Birchwood-Pocono,","US","East Stroudsburg",480.0,41.0358,-75.1606
"ESR","El Salvador Bajo","CL","El Salvador",5240.0,-26.3111,-69.7652
"ESS","Essen","DE","Essen",424.0,51.4023,6.93733
"EST","Municipal, IA","US","Estherville",1319.0,43.4074,-94.7464
"ESU","Essaouira","MA","Essaouira",384.0,31.3975,-9.68167
"ESW","Easton, WA","US","Easton",2226.0,47.2542,-121.186
"ETB","West Bend, WI","US","West Bend",887.0,43.4223,-88.129
"ETM","Eilat Ramon Airport","IL","Eilat",288.0,29.727,35.0141
"ETN","Municipal, TX","US","Eastland",1464.0,32.4135,-98.8098
"ETR","Elstree","EC","Elstree",20.0,-3.44199,-79.997
"ETS","Municipal, AL","US","Enterprise",361.0,31.2997,-85.8999
"ETZ","Metz Nancy","FR","Metz Nancy",870.0,48.9821,6.25132
"EUA","Kaufana","TO","Eua",325.0,-21.3783,-174.958
"EUC","Eucla, WA","AU","",22.0,-31.7071,128.877
"EUE","Eureka, NV","US","Eureka",5954.0,39.6042,-116.005
"EUF","Weedon Field, AL","US","Eufaula",285.0,31.9513,-85.1289
