"iata","name","country_iso","city","elevation_ft","latitude_deg","longitude_deg"
"TOH","Torres","VU","Loh/Linua",75.0,-13.328,166.638
"TOI","Municipal, AL","US","Troy",398.0,31.8604,-86.0121
"TOJ","Madrid","ES","Madrid",2026.0,40.4879,-3.45681
"TOK","Torokina","PG","Torokina",130.0,-6.2015,155.063
"TOL","Toledo","US","Toledo",683.0,41.5868,-83.8078
"TOM","Tombouctou","ML","Timbuktu",863.0,16.7305,-3.00758
"TON","Tonu","PG","Tonu",300.0,-6.6552,155.433
"TOO","San Vito de Jabo","CR","Coto Brus",3228.0,8.82611,-82.9589
"TOP","Philip Billard, KS","US","Topeka",881.0,39.0699,-95.6226
"TOQ","Barriles","CL","Tocopilla",3475.0,-22.1411,-70.0629
"TOR","Municipal, WY","US","Torrington",4207.0,42.0645,-104.153
"TOS","Tromso","NO","Tromso",31.0,69.6833,18.9189
"TOT","Coronie","SR","Totness",10.0,5.86583,-56.3275
"TOU","Touho","NC","Touho",10.0,-20.7901,165.26
"TOW","Toledo, PR","BR","Toledo",1843.0,-24.6863,-53.6975
"TOX","Tobolsk","RU","Tobolsk",167.0,58.1358,68.2319
"TOY","Toyama","JP","Toyama",95.0,36.6483,137.188
"TOZ","Mahana","CI","Touba",1583.0,8.2934,-7.674
"TPA","Tampa","US","Tampa",26.0,27.9755,-82.5332
"TPC","Tarapoa","EC","Tarapoa",814.0,-0.122956,-76.3378
"TPE","Taipei","TW","Taipei",106.0,25.0777,121.233
"TPF","Peter O'Knight, FL","US","Tampa",8.0,27.9156,-82.4493
"TPG","Taiping","MY","Taiping",40.0,4.86643,100.715
"TPH","Tonopah, NV","US","Tonopah",5430.0,38.0602,-117.087
"TPI","Tapini","PG","Tapini",3100.0,-8.35667,146.989
"TPJ","Taplejung","NP","Taplejung",7990.0,27.3509,87.6953
"TPK","Teuku Cut Ali","ID","Tapak Tuan",17.0,3.16904,97.2883
"TPL","Draughon-Miller Municipal,","US","Temple",682.0,31.1525,-97.4078
"TPN","Tiputini","EC","Tiputini",997.0,-0.776111,-75.5264
"TPP","Tarapoto","PE","Tarapoto",869.0,-6.50874,-76.3732
"TPQ","Tepic","MX","Tepic",3020.0,21.4195,-104.843
"TPR","Tom Price, WA","AU","Tom Price",2300.0,-22.746,117.869
"TPS","Trapani","IT","Trapani",25.0,37.9114,12.488
"TPT","Tapeta","LR","Tapeta",870.0,6.4948,-8.873
"TPU","Tikapur","NP","Tikapur",522.0,28.5219,81.123
"TQN","Taluqan","AF","Taleqan",2606.0,36.7707,69.532
"TQS","Tres Esquinas, CQ","CO","Tres Esquinas",585.0,0.7459,-75.234
"TRA","Taramajima","JP","Tarama",36.0,24.6539,124.675
"TRB","Turbo, AN","CO","Turbo",6.0,8.07188,-76.7401
"TRC","Int'l","MX","Torreon",3688.0,25.5683,-103.411
"TRD","Trondheim","NO","Trondheim",56.0,63.4578,10.924
"TRE","Tiree","GB","Balemartine",38.0,56.4992,-6.86917
"TRF","Sandefjord","NO","Sandefjord",286.0,59.1867,10.2586
"TRG","Tauranga","NZ","Tauranga",13.0,-37.6719,176.196
"TRH","Trona, CA","US","Trona",1716.0,35.8125,-117.327
"TRI","Bristol","US","Bristol",1519.0,36.4752,-82.4074
"TRJ","Tarakbits","PG","Tarakbits",281.0,-5.614,141.042
"TRK","Taraken","ID","Tarakan",23.0,3.32515,117.564
"TRL","Terrell, TX","US","Terrell",474.0,32.7092,-96.2674
"TRM","Thermal, CA","US","Palm Springs",-115.0,33.6267,-116.16
"TRN","Turin","IT","Turin",989.0,45.2008,7.64963
"TRO","Taree, NS","AU","Taree",38.0,-31.8886,152.514
"TRQ","Tarauaca, AC","BR","Tarauacá",646.0,-8.15553,-70.783
"TRR","China Bay","LK","Trincomalee",6.0,8.53851,81.1819
"TRS","Ronchi De Legionari","IT","Trieste",39.0,45.8275,13.4722
"TRT","Tremonton, UT","ID","Toraja",2884.0,-3.18583,119.918
"TRU","Capitan C.M. de Pinillos","PE","Trujillo",106.0,-8.08141,-79.1088
"TRV","TRIVANDRUM","IN","Trivandrum",15.0,8.48212,76.9201
"TRW","Tarawa","KI","Tarawa",9.0,1.38164,173.147
"TRY","Tororo","UG","Tororo",3840.0,0.683,34.167
"TRZ","Civil","IN","Tiruchirappally",288.0,10.7662,78.7177
"TSA","Taipei","TW","Taipei",18.0,25.0694,121.552
"TSB","Tsumeb","NA","Tsumeb",4353.0,-19.2619,17.7325
"TSC","Taisha","EC","Taisha",1669.0,-2.38167,-77.5028
"TSD","Tshipise","ZA","Tshipise",1786.0,-22.6193,30.1756
"TSF","Treviso","IT","Treviso",59.0,45.6484,12.1944
"TSG","Tanacross, AK","US","Tanacross",1549.0,63.3744,-143.336
"TSH","Tshikapa","CD","Tshikapa",1595.0,-6.43833,20.7947
"TSI","Tsili Tsili","PG","Tsile Tsile",500.0,-6.8498,146.355
"TSJ","Tsushima","JP","Tsushima",213.0,34.2849,129.331
"TSL","Tamuin","MX","",164.0,22.0383,-98.8065
"TSM","Taos, NM","US","Taos",7095.0,36.4582,-105.672
"TSN","Tianjin","CN","Tianjin",10.0,39.1244,117.346
"TSP","Municipal, CA","US","Tehachapi",4001.0,35.135,-118.439
"TSQ","Torres, RS","BR","Torres",30.0,-29.4149,-49.81
"TSR","Timisoara","RO","Timisoara",348.0,45.8099,21.3379
"TSS","East 34th Street Heliport","US","New York",10.0,40.7426,-73.9721
"TST","Trang","TH","Trang",67.0,7.50874,99.6166
"TSV","TOWNSVILLE","AU","Townsville",18.0,-19.2529,146.767
"TSW","Tsewi","PG","Tsewi",4185.0,-7.0695,146.127
"TSX","Tanjung Santan","ID","Santan-Borneo Island",121.0,-0.092973,117.453
"TSY","Cibeurem","ID","Tasikmalaya",1148.0,-7.3466,108.246
"TSZ","Tsetserleg","MN","Tsetserleg",5530.0,47.4615,101.484
"TTA","Plage Blanche","MA","Tan Tan",653.0,28.4482,-11.1613
"TTB","Arbatax","IT","Tortoli",23.0,39.9188,9.68298
"TTC","Las Breas","CL","Taltal",2580.0,-25.5643,-70.3759
"TTD","Portland-Troutdale, OR","US","Troutdale",39.0,45.5494,-122.401
"TTE","Babullah","ID","Ternate",49.0,0.831012,127.382
"TTG","Gral Mosconi, SA","AR","Tartagal",1472.0,-22.6196,-63.7937
"TTH","thumrait","OM","Thumrait",1570.0,17.666,54.0246
"TTI","Tetiaroa, SO","PF","Tetiaroa",7.0,-17.0151,-149.589
"TTJ","Tottori","JP","Tottori",65.0,35.5301,134.167
"TTL","Turtle Island","FJ","Nanuya Levu Island",0.0,-16.966,177.368
"TTN","Trenton","US","Trenton",213.0,40.2767,-74.8135
"TTO","Municipal, SD","US","Britton",1318.0,45.8152,-97.7431
"TTQ","Tortuguero","CR","Roxana",92.0,10.42,-83.6095
"TTR","Tana Toraja","ID","Makale",2884.0,-3.04474,119.822
"TTS","Tsaratanana","MG","Tsaratanana",1073.0,-16.7511,47.619
"TTT","TAITUNG","TW","TAITUNG",143.0,22.755,121.102
"TTU","Tetouan","MA","Tetouan",10.0,35.5943,-5.32002
"TUA","Tulcan","EC","Tulcán",9649.0,0.809506,-77.7081
"TUB","Mataura, AU","PF","Tubuai",7.0,-23.3654,-149.524
"TUC","Tucuman","AR","Tucuman",1493.0,-26.8409,-65.1049
"TUD","Tambacounda","SN","Tambacounda",161.0,13.7368,-13.6531
"TUF","Tours","FR","Tours",357.0,47.4322,0.727606
"TUG","Tuguegarao, CA","PH","Tuguegarao City",70.0,17.6434,121.733
"TUH","Arnold AFS, TN","US","Tullahoma",1067.0,35.3926,-86.0858
"TUI","Turaif","SA","Turaif",2803.0,31.6922,38.7315
"TUJ","Tum","ET","Tum",4700.0,6.26,35.5184
"TUK","Turbat","PK","Turbat",498.0,25.9864,63.0302
"TUL","Tulsa","US","Tulsa",677.0,36.1984,-95.8881
"TUM","Tumut, NS","AU","",878.0,-35.2687,148.24
"TUN","Tunis","TN","Tunis",22.0,36.851,10.2272
"TUO","Taupo","NZ","Taupo",1335.0,-38.7397,176.084
"TUP","C.D. Lemons Municipal, MS","US","Tupelo",346.0,34.2681,-88.7699
"TUQ","Tougan","BF","Tougan",984.0,13.067,-3.067
"TUR","Tucurui, PA","BR","Tucuruí",830.0,-3.78601,-49.7203
"TUS","Tucson","US","Tucson",2643.0,32.115,-110.938
"TUU","TABUK","SA","Tabuk",2551.0,28.3654,36.6189
"TUV","Tucupita, DA","VE","Tucupita",16.0,9.08899,-62.0942
"TUX","Tumbler Ridge, BC","CA","Tumbler Ridge",3075.0,55.025,-120.935
"TUY","Tulum","MX","Tulum",7.0,20.2273,-87.4382
"TVA","Morafenobe","MG","Morafenobe",748.0,-17.8501,44.9205
"TVC","Traverse City","US","Traverse City",624.0,44.7414,-85.5822
"TVF","Regional, MN","US","Thief River Falls",1119.0,48.0657,-96.185
"TVI","Municipal, GA","US","Thomasville",264.0,30.9016,-83.8813
"TVL","South Lake Tahoe","US","South Lake Tahoe",6264.0,38.8939,-119.995
"TVU","Matei","FJ","Taveuni",60.0,-16.6906,-179.877
"TVY","Dawei","MM","Dawei",84.0,14.1039,98.2036
"TWA","Twin Hills, AK","US","Twin Hills",82.0,59.0756,-160.273
"TWB","Toowoomba, QL","AU","Toowoomba",2086.0,-27.5434,151.919
"TWD","Jefferson County Int","US","Port Townsend",108.0,48.0538,-122.811
"TWE","Taylor, AK","US","Taylor",440.0,65.6793,-164.799
"TWF","Joslin Field-Sun Valley","US","Twin Falls",4154.0,42.4818,-114.488
"TWT","Tawitawi","PH","Bongao",15.0,5.0482,119.743
"TWU","TAWAU","MY","Tawau",57.0,4.32016,118.128
"TWY","Tawa","PG","Tawa",5020.0,-7.4463,146.107
"TWZ","Pukaki-Twizel","NZ","Mount Cook",1575.0,-44.235,170.118
"TXF","Teixeira de Freitas (State Bahia)","BR","Teixeira De Freitas",344.0,-17.5245,-39.6685
"TXK","Municipal-Webb Field, AR","US","Texarkana",390.0,33.4537,-93.991
"TXM","Teminabuan","ID","Atinjoe",141.0,-1.44545,132.021
"TXR","Tanbar, QL","AU","Tanbar Station",344.0,-25.8478,141.928
"TXU","Tabou","CI","Tabou",39.0,4.43781,-7.36273
"TYA","Tula","RU","Tula",499.0,54.239,37.6
"TYB","Tibooburra, NS","AU","",584.0,-29.4511,142.058
"TYD","Tynda","RU","Tynda",2001.0,55.2842,124.779
"TYE","Tyonek, AK","US","Tyonek",110.0,61.0766,-151.131
"TYF","Fryklanda","SE","Torsby",393.0,60.1576,12.9913
"TYG","Thylungra, QL","AU","",165.0,-26.0833,143.467
"TYL","Capitan Montes","PE","Talara",282.0,-4.57664,-81.2541
"TYM","Staniel Cay, Great Exuma Island","BS","",5.0,24.1691,-76.4391
"TYN","Wusu","CN","Taiyuan",2575.0,37.7469,112.628
"TYR","Tyler","US","Tyler",544.0,32.3541,-95.4024
"TYS","Knoxville","US","Knoxville",981.0,35.811,-83.994
"TYT","Treinta y Tres","UY","Treinta y Tres",337.0,-33.1957,-54.3472
"TYZ","Taylor, AZ","US","Taylor",5823.0,34.4528,-110.115
"TZA","Municipal","BZ","Belize City",8.0,17.5172,-88.1958
"TZL","Tuzla","BA","Tuzla",784.0,44.4587,18.7248
"TZM","Tizimin","MX","Tizimin",56.0,21.1557,-88.1729
"TZN","South Andros","BS","Andros",15.0,24.1587,-77.5898
"TZX","Trabzon","TR","Trabzon",104.0,40.9951,39.7897
"UAB","Adana","TR","Adana",238.0,37.0021,35.4259
"UAC","San Luis Rio Colorado","MX","San Luis Río Colorado",50.0,32.4453,-114.798
"UAE","Mount Aue","PG","",4250.0,-6.23417,144.665
"UAH","Ua Huka, MA","PF","Ua Huka",160.0,-8.93623,-139.554
"UAI","Suai","TL","Suai",96.0,-9.30331,125.287
"UAK","Narsarsuaq","GL","Narsarsuaq",112.0,61.1605,-45.426
"UAL","Luau","AO","Luau",3609.0,-10.7158,22.2311
"UAM","Anderson AFB","GU","Guam",627.0,13.584,144.93
"UAP","Ua Pou, MA","PF","Ua Pou",16.0,-9.35167,-140.078
"UAQ","San Juan, SJ","AR","San Juan",1958.0,-31.5715,-68.4182
"UAS","Samburu","KE","Samburu",3295.0,0.534069,37.532
"UAX","Uaxactun","GT","Uaxactun",573.0,17.3939,-89.6327
"UBA","Uberaba, MG","BR","Uberaba",2655.0,-19.7647,-47.9661
"UBI","Buin","PG","Buin",230.0,-6.72917,155.683
"UBJ","Ube","JP","Ube",23.0,33.93,131.279
"UBN","New Ulaanbaatar","MN","Ulaanbaatar (Sergelen)",4482.0,47.6469,106.82
"UBP","Muang Ubon","TH","Ubon Ratchathani",406.0,15.2513,104.87
"UBS","Lowndes County, MS","US","Columbus",188.0,33.4654,-88.3803
"UBT","Ubatuba, SP","BR","Ubatuba",13.0,-23.4406,-45.0741
"UBU","Kalumburu, WA","AU","",29.0,-14.2883,126.632
"UCC","Yucca Flat, NV","US","Mercury",3919.0,36.9347,-116.006
"UCE","Eunice, LA","US","Eunice",42.0,30.4663,-92.4238
"UCK","Lutsk","UA","Lutsk",774.0,50.6784,25.4872
"UCN","Buchanan","LR","Buchanan",41.0,5.9055,-10.0583
"UCT","Ukhta","RU","Ukhta",482.0,63.5669,53.8047
"UCY","Everett-Stewart, TN","US","Union City",336.0,36.3818,-88.9854
"UDD","Bermuda Dunes, CA","US","Palm Springs",73.0,33.7485,-116.275
"UDI","Eduardo Gomez, MG","BR","Uberlandia",3094.0,-18.8836,-48.2259
"UDJ","Uzhgorod","UA","Uzhhorod",383.0,48.6343,22.2634
"UDN","Campoformido","IT","Udine",305.0,46.0322,13.1868
"UDR","Dabok","IN","Udaipur",1684.0,24.6177,73.8961
"UEE","Queenstown, TS","AU","",867.0,-42.075,145.532
"UEL","Quelimane","MZ","Quelimane",36.0,-17.8555,36.8691
"UEO","Kume Jima","JP","Kumejima",23.0,26.3634,126.714
"UES","County, WI","US","Waukesha",911.0,43.041,-88.2371
"UET","Samungli","PK","Quetta",5267.0,30.2514,66.9378
"UFA","Ufa","RU","Ufa",449.0,54.5575,55.8744
"UGA","Bulgan","MN","Bulgan",4311.0,48.855,103.476
"UGB","Ugashik Bay, AK","US","Pilot Point",132.0,57.4241,-157.745
"UGC","Urgench","UZ","Urgench",320.0,41.5843,60.6417
"UGI","Uganik, AK","US","San Juan",0.0,57.7304,-153.321
"UGN","Waukegan Regional Airport","US","Waukegan",727.0,42.4222,-87.8679
"UGO","Uige","AO","Uige",2720.0,-7.60307,15.0278
"UGS","Ugashik, AK","US","Ugashik",25.0,57.5235,-157.396
"UGU","Zugapa, IJ","ID","Sugapa",7348.0,-3.7395,137.031
"UHE","Kunovice","CZ","Uherkse Hradiste",581.0,49.0294,17.4397
"UIB","El Carano, CH","CO","Quibdo",204.0,5.69076,-76.6412
"UIH","Qui Nhon","VN","Quy Nohn",80.0,13.955,109.042
"UII","Utila","HN","Utila Island",29.0,16.1131,-86.8803
"UIK","Ust Ilimsk","RU","Ust-Ilimsk",1339.0,58.1361,102.565
"UIL","State, WA","US","Quillayute",194.0,47.9366,-124.563
"UIN","Baldwin Field Municipal, IL","US","Quincy",768.0,39.9427,-91.1946
"UIO","Quito","EC","Quito",7841.0,-0.129167,-78.3575
"UIP","Quimper","FR","Quimper",297.0,47.975,-4.16779
"UIR","Quirindi, NS","AU","",1054.0,-31.4982,150.522
"UIT","Jaluit Island","MH","Jabor Jaluit Atoll",4.0,5.90924,169.637
"UJE","Ujae Island","MH","Ujae Atoll",29.0,8.92806,165.762
"UKA","Ukunda","KE","Ukunda",98.0,-4.29333,39.5711
"UKB","Kobe","JP","Kobe",22.0,34.6328,135.224
"UKI","Municipal, CA","US","Ukiah",614.0,39.126,-123.201
"UKK","Ust Kamenogorsk","KZ","Ust-Kamenogorsk (Oskemen)",939.0,50.0366,82.4935
"UKN","Municipal, IA","US","Waukon",1281.0,43.2805,-91.4695
"UKR","Mukeiras","YE","Mukayras",7080.0,13.9368,45.657
"UKS","Belbek","UA","Sevastopol",344.0,44.6918,33.5746
"UKT","Upper Bucks, PA","US","Quakertown",526.0,40.4352,-75.3819
"UKU","Nuku","PG","Nuku",870.0,-3.67665,142.484
"UKX","Ust Kut","RU","Ust-Kut",2188.0,56.8567,105.73
"ULA","Cap D.J.D. Vasquez, SC","AR","San Julian",203.0,-49.3068,-67.8026
"ULB","Ulei","VU","Ambrym Island",170.0,-16.3297,168.301
"ULD","Ulundi","ZA","Ulundi",1720.0,-28.3206,31.4165
"ULE","Sule","PG","Sule",100.0,-4.97472,151.297
"ULG","Ulgit","MN","Ölgii",5732.0,48.9933,89.9225
"ULH","Al-Ula","SA","Al-Ula",2050.0,26.48,38.1289
"ULI","Ulithi","FM","Falalop Island",6.0,10.0198,139.79
"ULM","New Ulm, MN","US","New Ulm",1011.0,44.3196,-94.5023
"ULN","Ulan Bator","MN","Ulan Bator",4364.0,47.8431,106.767
"ULP","Quilpie, QL","AU","",655.0,-26.6122,144.253
"ULQ","Farfan, VC","CO","Tulua",3132.0,4.08836,-76.2351
"ULU","Gulu","UG","Gulu",3510.0,2.80556,32.2718
"ULX","Ulusaba","ZA","Ulusaba",1263.0,-24.7854,31.3549
"ULY","Ulyanovsk","RU","Ulyanovsk",252.0,54.401,48.8027
"ULZ","Uliastai","MN","Uliastai",5800.0,47.7093,96.5258
"UMA","Punta de Maisi","CU","Maisí",3.0,20.2424,-74.1483
"UMC","Umba","PG","Umba",5950.0,-7.0214,145.966
"UMD","Uummanaq","GL","Uummannaq",50.0,70.6804,-52.1116
"UME","Umea","SE","Umea",24.0,63.7918,20.2828
"UMI","Quincemil","PE","Quince Mil",2047.0,-13.2314,-70.7514
"UMM","Summit, AK","US","Cantwell",2409.0,63.3315,-149.127
"UMR","WOOMERA","AU","Woomera",548.0,-31.1442,136.817
"UMT","Umiat, AK","US","Umiat",267.0,69.3711,-152.136
"UMU","Ernesto Geisel, PR","BR","Umuarama",1552.0,-23.7987,-53.3138
"UMY","Sumy","UA","Sumy",594.0,50.8583,34.7625
"UNC","Unguia","CO","Arquia",120.0,8.03333,-77.0833
"UND","Kunduz","AF","Kunduz",1457.0,36.6651,68.9108
"UNE","Qachas'nek","LS","Qacha's Nek",6100.0,-30.1117,28.6719
"UNG","Kiunga","PG","Kiunga",88.0,-6.12571,141.282
"UNI","Union Island","VC","Union Island",16.0,12.6001,-61.4119
"UNK","Municipal, AK","US","Unalakleet",27.0,63.8884,-160.799
"UNN","Ranong","TH","Ranong",57.0,9.77762,98.5855
"UNR","Underkhaan","MN","Öndörkhaan",3410.0,47.3049,110.609
"UNU","Dodge County, AK","US","Juneau",934.0,43.4266,-88.7032
"UOL","Buol","ID","Buol-Celebes Island",27.0,1.1027,121.414
"UOS","Franklin County, TN","US","Sewanee",1953.0,35.2051,-85.8981
"UOX","University, MS","US","Oxford",452.0,34.3843,-89.5368
"UPG","Ujung Pandang","ID","Ujung Pandang",47.0,-5.06163,119.554
"UPL","Upala","CR","Upala",184.0,10.8922,-85.0162
"UPN","Uruapan","MX","Uruapan",5258.0,19.3967,-102.039
"UPP","Upolu Point, HI","US","Hawi",96.0,20.2653,-155.86
"UPR","Upiara","PG","Upiara",52.0,-8.5411,142.65
"UPV","Upavon","GB","Upavon",574.0,51.2862,-1.78202
"URA","Uralsk","KZ","Uralsk",125.0,51.1508,51.5431
"URC","Urumqi","CN","Urumqi",2125.0,43.9071,87.4742
"URD","Burg Feuerstein","DE","Ebermannstadt",1673.0,49.7942,11.1336
"URE","Kuressaare","EE","Kuressaare",14.0,58.2299,22.5095
"URG","Rubem Berta, RS","BR","Uruguaiana",256.0,-29.7822,-57.0382
"URI","Uribe","CO","Uribe",2750.0,3.21667,-74.4
"URJ","Uraj","RU","Uray",190.0,60.1033,64.8267
"URM","Uriman, BO","VE","",1148.0,5.33333,-62.7667
"URN","Urgoon","AF","Urgun",7300.0,32.9399,69.1501
"URO","Rouen","FR","Rouen",512.0,49.3842,1.1748
"URR","Urrao, AN","CO","Urrao",6090.0,6.32883,-76.1425
"URS","Kursk","RU","Kursk",686.0,51.7506,36.2956
"URT","Surat Thani","TH","Surat Thani",20.0,9.1326,99.1356
"URU","Uroubi, Oro","PG","Uroubi",481.0,-9.5162,148.559
"URY","Guriat","SA","Gurayat",1672.0,31.4124,37.2789
"URZ","Uruzgan","AF","Orūzgān",6725.0,32.903,66.6309
"USH","Islas Malvinas, TF","AR","Ushuaia",102.0,-54.8433,-68.2958
"USI","Mabaruma","GY","Mabaruma",45.0,8.20017,-59.778
"USK","Usinsk","RU","Usinsk",262.0,66.0047,57.3672
"USL","Useless Loop, WA","AU","Useless Loop",62.0,-26.1579,113.395
"USM","Koh Samui","TH","Na Thon (Ko Samui Island)",64.0,9.54779,100.062
"USN","Ulsan","KR","Ulsan",45.0,35.5935,129.352
"USQ","Usak","TR","Uşak",2897.0,38.6815,29.4717
"USS","Sancti Spiritus","CU","Sancti Spiritus",295.0,21.9704,-79.4427
"UST","Saint Augustine, FL","US","Saint Augustine",10.0,29.9592,-81.3398
"USU","Busuanga, PA","PH","Coron",148.0,12.1219,120.101
"UTA","Mutare","ZW","Mutare",3410.0,-18.9975,32.6272
"UTB","Muttaburra, QL","AU","",230.0,-22.5833,144.533
"UTD","Nutwood Downs, NT","AU","Nutwood Downs",500.0,-15.8074,134.146
"UTE","Butterworth","ZA","Bultfontein",4400.0,-28.2734,26.1358
"UTG","Quthing","LS","Quthing",5350.0,-30.4075,27.6933
"UTH","Udon Thani","TH","Udon Thani",579.0,17.3864,102.788
"UTI","Kouvola","FI","Kouvola",339.0,60.8964,26.9384
"UTK","Utirik Island","MH","Utirik Island",4.0,11.222,169.852
"UTN","Upington","ZA","Upington",2782.0,-28.3991,21.2602
"UTO","Indian AFS, AK","US","Utopia Creek",1273.0,65.9928,-153.704
"UTP","U-Tapoa","TH","U-Tapoa",42.0,12.6799,101.005
"UTR","Uttaradit","TH","Uttaradit",262.0,17.617,100.1
"UTT","UMTATA","ZA","Umtata",2400.0,-31.5464,28.6734
"UTU","Ustupo","PA","Ustupo",9.0,9.1283,-77.9337
"UTW","Queenstown","ZA","Queenstown",3637.0,-31.9202,26.8822
"UUA","Bugulma","RU","Bugulma",991.0,54.64,52.8017
"UUD","Mukhino","RU","Ulan-Ude",1690.0,51.8086,107.44
"UUK","Kuparuk, AK","US","Kuparuk",67.0,70.3308,-149.598
"UUN","Baruun-Urt","MN","",3205.0,46.6603,113.285
"UUS","Khomutovo","RU","Yuzhno Sakhalinsk",59.0,46.8855,142.717
"UUU","Manumu","PG","Manumu",1800.0,-9.0746,147.574
"UVA","Garner Field, TX","US","Uvalde",942.0,29.2113,-99.7436
"UVE","Ouloup, Iles Loyaute","NC","Ouvea",23.0,-20.6406,166.573
"UVF","Saint Lucia","LC","St. Lucia",14.0,13.7332,-60.9526
"UVL","Kharga","EG","New Valley",194.0,25.4715,30.5885
"UVO","Uvol","PG","Uvol",15.0,-6.0178,150.956
"UWA","Ware, MA","US","Ware",483.0,42.282,-72.2148
"UYL","Nyala","SD","Nyala",2106.0,12.0535,24.9562
"UZU","Curuzu Cuatia, CR","AR","Curuzu Cuatia",229.0,-29.7706,-57.9789
"VAA","Vaasa","FI","Vaasa",19.0,63.0507,21.7622
"VAC","Varrelbusch","DE","Cloppenburg",128.0,52.9083,8.04056
"VAD","Moody AFB, GA","US","Valdosta",233.0,30.9678,-83.193
"VAF","Valence","FR","Valence",525.0,44.9216,4.9699
"VAG","Major Brigadeiro Trompows","BR","Varginha",3025.0,-21.5914,-45.4741
"VAH","Valle Grande","BO","Vallegrande",6551.0,-18.4825,-64.0994
"VAI","Vanimo","PG","Vanimo",10.0,-2.6926,141.303
"VAK","Chevak, AK","US","Chevak",75.0,61.5409,-165.6
"VAL","Valenca, BA","BR","Valença",21.0,-13.2965,-38.9924
"VAN","Van","TR","Van",5480.0,38.4682,43.3323
"VAP","Valparaiso","CL","Viña Del Mar",1100.0,-33.0681,-71.5575
"VAR","Varna","BG","Varna",230.0,43.2321,27.8251
"VAS","Sivas","TR","Sivas",5239.0,39.8138,36.9035
"VAT","Vatomandry","MG","Vatomandry",39.0,-19.3833,48.95
"VAV","Lupepau'U","TO","Vava'U",236.0,-18.5853,-173.962
"VAW","Vardoe","NO","Vardø",42.0,70.3554,31.0449
"VBG","Lompoc","US","Lompoc",369.0,34.7373,-120.584
"VBS","Montichiari","IT","Brescia",355.0,45.4289,10.3306
"VBV","Vanuabalavu","FJ","Vanua Balavu",76.0,-17.269,-178.976
"VBY","Visby","SE","Visby",164.0,57.6628,18.3462
"VCA","Cantho","VN","Can Tho",9.0,10.0851,105.712
"VCC","Limbe","BR","Vacaria",2953.0,-28.4325,-51.0233
"VCD","Victoria River Downs, NT","AU","",89.0,-16.4021,131.005
"VCE","Venice","IT","Venice",7.0,45.5053,12.3519
"VCF","Valcheta, RN","AR","Valcheta",629.0,-40.7,-66.15
"VCH","Vichadero","UY","Vichadero",488.0,-31.767,-54.617
"VCP","Sao Paulo","BR","Sao Paulo",2170.0,-23.0074,-47.1345
"VCT","Regional, TX","US","Victoria",115.0,28.8526,-96.9185
"VCV","Victorville","US","Victorville",2885.0,34.5975,-117.383
"VDA","Ovda","IL","Ovda",1492.0,29.9403,34.9358
"VDB","Fagernes","NO","Fagernes",2697.0,61.0156,9.28806
"VDC","Vitoria da Conquista, BA","BR","Vitória da Conquista",2940.0,-14.9079,-40.9148
"VDE","Valverde","ES","Valverde",103.0,27.8148,-17.8871
"VDI","Municipal, GA","US","Vidalia",275.0,32.1927,-82.3712
"VDM","Gobernador Castello, RN","AR","Viedma",20.0,-40.8692,-63.0004
"VDP","Valle de la Pascua, GU","VE","",410.0,9.22203,-65.9936
"VDR","Villa Dolores, CD","AR","Villa Dolores",1847.0,-31.9452,-65.1463
"VDS","VADSO","NO","Vadso",127.0,70.0653,29.8447
"VDZ","Municipal, AK","US","Valdez",121.0,61.1339,-146.248
"VEE","Venetie, AK","US","Venetie",574.0,67.0087,-146.366
"VEG","Maikwak","GY","Maikwak",2001.0,4.89817,-59.817
"VEL","Vernal, UT","US","Vernal",5278.0,40.4409,-109.51
"VER","General Heriberto Jara In","MX","Veracruz",90.0,19.1459,-96.1873
"VEX","Municipal, ND","US","Tioga",2271.0,48.3805,-102.898
"VEY","VESTMANNAEYJ","IS","Vestmannaeyja",326.0,63.4243,-20.2789
"VFA","VICTORIA FAL","ZW","Victoria Falls",3490.0,-18.0959,25.839
"VGA","Vijayawada","IN","Gannavaram",82.0,16.5304,80.7968
"VGD","Vologda","RU","Vologda",387.0,59.2825,39.9444
"VGO","Vigo","ES","Vigo",856.0,42.2318,-8.62677
"VGS","General Villegas, BA","AR","General Villegas",383.0,-34.9957,-62.9997
"VGT","North Air Terminal, NV","US","Las Vegas",2205.0,36.2107,-115.194
"VGZ","Villa Garzon, PU","CO","Villa Garzón",1248.0,0.978767,-76.6056
"VHC","Saurimo","AO","Saurimo",3584.0,-9.68907,20.4319
"VHM","Vilhelmina","SE","Vilhelmina",1140.0,64.5791,16.8336
"VHN","Culberson County, TX","US","Van Horn",3957.0,31.0578,-104.784
"VHY","Vichy","FR","Vichy",817.0,46.1697,3.40374
"VHZ","Vahitahi, TU","PF","Vahitahi",9.0,-18.7807,-138.856
"VIA","Videira","BR","Videira",2756.0,-26.9997,-51.1419
"VIE","Vienna","AT","Vienna",600.0,48.1103,16.5697
"VIG","Juan Pablo Perez Alfonso,","VE","El Vigia",250.0,8.62414,-71.6727
"VIH","Rolla National, MO","US","Vichy",1148.0,38.1274,-91.7695
"VII","Vinh City","VN","Vinh",23.0,18.7376,105.671
"VIJ","Virgin Gorda","VG","Spanish Town",9.0,18.4464,-64.4275
"VIL","Dakhla","EH","Dakhla",36.0,23.7183,-15.932
